"Excess.mortality","Schools","Face.masks","Lockdown.severity","Majority.COVID.19.variant","Flights.7.day.moving.average","OpenTable.restaurant.bookings.London.index","Google.homeworking.Greater.London.mobility.index","Google.workplace.Greater.London.mobility.index","Apple.walking.London.mobility.index","Google.parks.Greater.London.mobility.index","Google.retail.recreation.Greater.London.mobility.index","Google.grocery.pharmacy.Greater.London.mobility.index","Google.transit.stations.mobility.index","TfL.Tube.mobility.index","TfL.Bus.mobility.index","Citymapper.journeys.mobility.index","Season","PCR.tests","PCR.tests.capacity","Antibody.tests","Antibody.tests.capacity","Pillar.1.NHS.and.UKHSA.capacity","Pillar.2.UK.Government.capacity","Pillar.3.Antibody.capacity","Pillar.4.Surveillance.capacity","Pillar.1.NHS.and.UKHSA.tests","Pillar.2.UK.Government.tests","Pillar.3.Antibody.tests","Pillar.4.Surveillance.tests","Tests.across.all.4.Pillars","New.cases","New.infections","Reinfections","Hospital.admissions","Patients.in.hospital","Patients.in.MVBs","Vaccinations.total","Vaccinations.1st.dose","Vaccinations.2nd.dose","Vaccinations.3rd.dose","First.dose.uptake","Second.dose.uptake","Third.dose.uptake","COVID.19.deaths.on.certificate"
26.25,"Partially open","Yes","Severe_lockdown","Alpha",1114,0.0600000000000023,127,37,39.06,72,30,70,29,15.0880099311935,30.3367923788759,19,"Winter",419330,799814,3384,121100,195922,603892,120000,1100,101495,447659,2763,38487,590404,50647,50435,212,4580,36983,3496,223726,207661,16065,299106.806916374,4.6,0.7,-63.5708312958785,1318
26.25,"Partially open","Yes","Severe_lockdown","Alpha",1155,0.0799999999999983,126,38,39.13,81,33,72,30,15.894693815478,31.2363645677548,21,"Winter",330137,793534,1922,121100,195352,598182,120000,1100,78013,444386,1922,19398,543719,58591,58380,211,4309,36753,3363,165844,145076,20768,299106.806916374,4.2,0.7,-63.8202336382498,1241
46.09,"Partially open","Yes","Severe_lockdown","Alpha",1181,0.129999999999995,114,63,34.23,71,26,66,29,12.7014015718947,32.0665106876242,19,"Winter",415137,784972,575,121100,194750,590222,120000,1100,70758,371809,575,43692,486834,37174,37105,69,3941,35393,3264,189326.510302088,166632.1051641,13735.2184571081,299106.806916374,4,0.7,-64.069635980621,1172
46.09,"Partially open","Yes","Severe_lockdown","Alpha",1221,0.5,117,63,47.75,76,27,73,30,11.9805843510626,31.2906247114661,18,"Winter",499071,786910,946,121100,191210,595700,120000,1100,78859,447503,946,39291,566599,40035,39952,83,4127,34034,3145,234043.221489611,205707.479229445,11255.8367869322,299106.806916374,3.6986414767097,0.692113332070096,-64.3190383229923,1092
46.09,"Partially open","Yes","Severe_lockdown","Alpha",1272,0.150000000000006,128,39,40.69,66,28,72,29,14.7436084582745,30.5407517075121,18,"Winter",544186,779418,2578,121100,191976,587442,120000,1100,89281,557473,2570,32998,682322,48104,47958,146,4002,33780,3098,262057.5589229,235851.259786787,8381.64809232129,299106.806916374,3.32706848468252,0.682045335855783,-64.5684406653635,1052
46.09,"Partially open","Yes","Severe_lockdown","Alpha",1345,0.170000000000002,128,38,38.41,81,30,73,29,14.7812461273399,30.4761247095385,19,"Winter",498653,776382,3846,121100,191882,584500,120000,1100,94718,502113,3490,21026,621347,53187,53040,147,4294,32585,2929,284187.07333097,242046.54978165,6616.66934518091,299106.806916374,2.83596836221554,0.671374018552431,-64.8178430077348,1055
46.09,"Partially open","Yes","Severe_lockdown","Alpha",1401,0.0999999999999943,127,38,38.63,80,30,73,29,15.0736870730265,30.8670532310317,19,"Winter",461138,768882,3776,121100,191882,577000,120000,1100,94380,445142,3206,17937,560665,58783,58627,156,4396,31948,2821,298474.351021263,226514.931398831,8735.25557679687,299106.806916374,2.3278937273023,0.660535832126682,-65.067245350106,1014
46.09,"Partially open","Yes","Moderate_lockdown","Alpha",1432,0.260000000000005,127,37,36.55,59,30,71,29,15.4804442334422,30.9702849929965,20,"Winter",404528,774238,2700,121100,191788,582450,120000,1100,104313,383697,2522,14995,505527,66635,66434,201,4115,30688,2645,290127.06429588,203313.82721377,15421.2546614114,299106.806916374,1.87469471437431,0.649651492326692,-65.3166476924773,972
46.09,"Partially open","Yes","Moderate_lockdown","Alpha",1330,0.230000000000004,125,39,37.69,68,34,75,31,17.1937959933041,32.7241373494753,23,"Winter",360390,760952,1989,121100,191694,569258,120000,1100,75012,378918,1989,13503,469422,77970,77772,198,3937,30777,2560,285066.684803485,187492.570414378,17664.9714192412,299106.806916374,1.52352423730688,0.638754387229425,-65.5660500348485,896
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1286,0.450000000000003,113,66,34.26,80,28,67,32,16.389129438482,35.214631634843,22,"Winter",378744,753753,718,121100,190906,562847,120000,1100,64098,354571,718,11808,431195,56332,56245,87,3650,29035,2420,291982.321728,186286.739425534,14795.8178003014,299106.806916374,1.23852227404372,0.627853751451741,-65.8154523772198,807
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1300,0.879999999999995,118,58,39.95,74,26,69,28,12.132589688261,30.4768955768925,18,"Winter",364151,758004,550,121100,191304,566700,120000,1100,65064,345633,550,1172,412419,61654,61558,96,3440,27563,2256,293761.350553493,196874.551138155,11344.6035339973,299106.806916374,0.946127552777706,0.616952139143395,-66.064854719591,833
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1286,0.689999999999998,136,16,24.67,69,15,39,16,5.05579075008193,13.3282877741225,14,"Winter",406080,710006,596,121100,191506,518500,120000,1100,57393,344619,596,18839,421447,32482,32428,54,3364,26391,2162,289018.564797751,210397.4504929,9090.63324725035,299106.806916374,0.580649102681309,0.60605025674203,-66.3142570619623,809
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1333,7.61,129,27,40.5,88,35,93,26,11.1891732426591,29.3338701731108,20,"Winter",425813,720746,3064,121100,191696,529050,120000,1100,74950,403219,2974,90,481233,53945,53860,85,2924,26579,2122,288958.426527142,218452.332389949,7723.07740065868,299106.806916374,0.132744201361483,0.595148299637185,-66.5636594043336,824
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1414,1.55,128,29,42.37,102,36,86,27,12.3249455621487,30.6505782792839,22,"Winter",363405,721514,3090,121100,191964,529550,120000,1100,83458,317551,2448,19791,423248,72161,72010,151,3289,26552,2066,291973.748336875,217766.094790982,9658.4947578471,299106.806916374,-0.350445544894954,0.584246321870532,-66.8130617467048,760
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1545,0.560000000000002,128,28,40.39,89,35,79,27,12.0647939266167,29.9100095614609,22,"Winter",292684,738114,2670,121100,191964,546150,120000,1100,68758,257586,1959,21963,350266,83088,82928,160,3250,25550,1939,291339.333815763,210827.615115476,14054.355918412,299106.806916374,-0.800686736249204,0.573344338389149,-67.0624640890761,713
24.58,"Partially open","Yes","Moderate_lockdown","Initial",1729,0.819999999999993,131,20,31.79,96,32,69,22,8.82780641391748,22.1920835350535,20,"Winter",333443,755406,642,121100,191306,564100,120000,1100,61426,293247,642,6098,361413,46407,46344,63,3131,24050,1847,289573.529414923,203087.739537013,16235.4866591428,299106.806916374,-1.17757945158622,0.56244235332716,-67.3118664314473,723
40.23,"Partially open","Yes","Moderate_lockdown","Initial",1885,1.58,112,65,31.41,92,29,68,32,15.6537727524574,35.394859632055,20,"Winter",333972,748622,588,121100,191122,557500,120000,1100,54005,299641,588,0,354234,48519,48457,62,2871,22765,1751,290368.907646035,199145.136411314,14595.7745974043,299106.806916374,-1.49389836684689,0.551540367828002,-67.5612687738186,718
40.23,"Partially open","Yes","Moderate_lockdown","Initial",2023,0.870000000000005,120,44,23.8,58,15,42,21,7.41382576693231,21.3402307887058,14,"Winter",264257,719216,735,121100,191216,528000,120000,1100,46426,224044,735,0,271205,41109,41062,47,2531,21731,1682,291308.460529048,200332.834704725,11802.0408019502,299106.806916374,-1.80306410836325,0.540638382207928,-67.8106711161898,692
40.23,"Partially open","Yes","Moderate_lockdown","Initial",2010,1.08,137,12,16.04,73,8,16,8,0.000119896953364461,0.00340366531405756,6,"Winter",332324,700306,588,121100,191306,509000,120000,1100,42290,294624,588,0,337502,14419,14395,24,2184,20919,1616,290595.65604071,204743.21045974,9606.60656978639,299106.806916374,-2.1594263734271,0.529736396554412,-68.0600734585611,655
40.23,"Partially open","Yes","Moderate_lockdown","Initial",2016,10.54,127,28,35.16,94,39,103,28,11.1802617732044,32.4033806014976,19,"Winter",423659,719971,3150,121100,191871,528100,120000,1100,74718,383905,3078,72,461773,32391,32337,54,2085,21578,1607,290160.36234786,209091.875708273,8678.70455586275,299106.806916374,-2.58097215339787,0.518834410891646,-68.3094758009323,616
40.23,"Partially open","Yes","Moderate_lockdown","Initial",1981,4.66,125,35,42.38,79,41,104,32,14.9069849800291,37.0772521628749,21,"Winter",461050,711264,3351,121100,191964,519300,120000,1100,86366,403973,3105,18045,511489,42936,42862,74,2278,21223,1554,290708.409846288,210917.952976192,10142.8210486211,299106.806916374,-3.0396558266926,0.507932425226322,-68.5588781433036,629
40.23,"Partially open","Yes","Moderate_lockdown","Initial",1882,2.09,124,35,43.99,89,42,97,33,15.8573144281639,37.2580361522994,22,"Winter",417367,715114,2349,121100,188964,526150,120000,1100,92192,347583,2349,14962,457086,46475,46374,101,2481,21489,1529,290861.478693457,209787.376105046,13293.6285319471,299106.806916374,-3.48404298008844,0.49703043956029,-68.8082804856749,629
40.23,"Partially open","Yes","Moderate_lockdown","Initial",1773,1.22,123,37,42,81,42,95,34,17.5639987212798,37.035307055645,23,"Winter",398332,682894,2457,121100,188494,494400,120000,1100,73963,335252,2457,19745,431417,48192,48117,75,2370,21134,1512,290480.632162327,207053.491380145,15133.9949674427,299106.806916374,-3.8763002278167,0.486128453894062,-69.0576828280461,602
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1689,3.76000000000001,110,72,35.91,94,35,82,41,21.4070988351015,45.2992116584326,24,"Winter",415113,663550,480,121100,188050,475500,120000,1100,68395,337258,480,27462,433595,33064,33020,44,2169,20005,1442,290468.786193505,204657.55160317,14269.5508590583,299106.806916374,-4.21713562263618,0.47522646822778,-69.3070851704174,551
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1611,6.2,111,78,59.2,70,47,90,49,30.4984635793339,52.1791872352931,32,"Winter",418907,646636,1662,121100,181336,465300,120000,1100,80546,344498,1662,10991,437697,25589,25552,37,2044,19464,1412,290712.349694888,203882.442944461,12072.9731812902,299106.806916374,-4.54246377635193,0.464324482561484,-69.5564875127886,548
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1591,6.17,120,48,63.41,74,47,91,44,28.1375848713065,48.5446320465204,34,"Winter",364064,572780,4022,121100,181780,391000,120000,1100,87861,286039,2718,18843,395461,36417,36358,59,1923,19118,1364,290665.493356935,204780.372433302,10137.8995415075,299106.806916374,-4.89617923813721,0.453422496895183,-69.8058898551599,586
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1560,4.65000000000001,119,50,61.61,102,51,94,44,29.1393185353298,52.7936975381039,35,"Winter",353056,584280,3094,121100,181780,402500,120000,1100,90144,272784,2651,11325,376904,34440,34379,61,2143,18971,1366,290521.873010528,206438.556632023,9388.0721473742,299106.806916374,-5.29946834346678,0.442520511228881,-70.0552921975311,567
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1527,4.54000000000001,119,52,56.48,81,49,88,44,29.309957935733,52.734547139703,36,"Winter",345764,549480,4154,121100,181780,367700,120000,1100,93018,255332,3549,15981,367880,35438,35378,60,2078,18672,1340,290583.562084706,207730.502877787,10488.5635037425,299106.806916374,-5.73795999076509,0.431618525562578,-70.3046945399024,484
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1489,69.7,115,54,83.69,99,68,93,52,39.0391078036968,60.2026093795744,49,"Winter",288566,533964,2679,121100,181780,352184,120000,1100,98354,194396,2679,13583,309012,34414,34360,54,1959,18217,1326,290660.64942746,208008.618710464,12803.6796556191,299106.806916374,-6.17420679198772,0.420716539896276,-70.5540968822736,507
10.87,"Partially open","Yes","Moderate_lockdown","Initial",1449,45.74,116,53,69.37,90,63,88,49,36.1469129261885,58.3544705796406,47,"Winter",258159,552810,2172,121100,181310,371500,120000,1100,77983,191349,2172,10234,281738,35221,35144,77,1954,18247,1288,290604.423807372,207357.931178979,14328.2565558828,299106.806916374,-6.57506744679614,0.409814554229973,-70.8034992246449,506
12.53,"Partially open","Yes","Moderate_lockdown","Initial",1408,65.87,108,84,63.74,68,56,82,53,47.6359333210208,59.5569573644046,50,"Winter",302974,542366,365,121100,180866,361500,120000,1100,66605,230518,365,14478,311966,22279,22236,43,1756,17539,1281,290568.205508768,206371.82432402,13903.4456355458,299106.806916374,-6.93411322527238,0.398912568563671,-71.0529015670161,480
12.53,"Open","Yes","Moderate_lockdown","Initial",1369,73.85,108,85,109.65,82,59,89,58,48.0753737521012,59.4643218650642,54,"Winter",344180,542836,966,121100,181336,361500,120000,1100,71528,264712,966,19129,356335,19592,19552,40,1798,16910,1243,290611.855270949,205692.201167121,12230.3367678256,299106.806916374,-7.27406245186947,0.388010582897368,-71.3023039093874,488
12.53,"Open","Yes","Moderate_lockdown","Initial",1343,55.16,116,58,89.89,87,58,91,52,38.5439690004029,58.7480821269119,50,"Winter",361867,537163,3979,121100,180663,356500,120000,1100,85561,285377,2896,20811,394645,24425,24373,52,1690,16886,1275,290625.026415947,205632.402612797,10594.1715036538,299106.806916374,-7.62904923142369,0.377108597231066,-71.5517062517587,491
12.53,"Open","Yes","Moderate_lockdown","Initial",1318,47.04,117,56,73.19,88,59,89,49,36.4779378472227,58.1483552252225,47,"Winter",378124,536978,3590,121100,181078,355900,120000,1100,88402,288925,2611,22900,402838,22927,22880,47,1752,16724,1267,290594.474888261,206077.69029385,9944.25086869739,299106.806916374,-8.02037457099496,0.366206611564763,-71.8011085941299,496
12.53,"Open","Yes","Moderate_lockdown","Initial",1291,41.65,116,57,70.08,86,58,88,48,36.2051363358384,58.0676521101002,46,"Winter",330310,552186,2860,121100,181686,370500,120000,1100,93906,259307,2401,16546,372160,21937,21878,59,1756,16332,1243,290592.960361505,206653.322401147,10749.0530883084,299106.806916374,-8.44284865098206,0.355304625898461,-72.0505109365012,448
12.53,"Open","Yes","Moderate_lockdown","Initial",1250,37.62,116,56,66.55,85,59,88,49,35.6174655641013,58.4968292620333,45,"Winter",260810,559686,2254,121100,181686,378000,120000,1100,90572,193825,1990,13098,299485,21097,21049,48,1782,16478,1272,290612.62494563,207000.304558148,12481.8544333565,299106.806916374,-8.87030670688159,0.344402640232158,-72.2999132788724,472
12.53,"Open","Yes","Moderate_lockdown","Initial",1210,36.23,116,55,63.17,87,62,88,49,35.3534042978072,58.4146974845047,45,"Winter",185588,561716,2074,121100,177716,384000,120000,1100,73353,136057,2074,10666,222150,21644,21589,55,1661,16416,1271,290609.194966953,206975.984939446,13730.8524791479,299106.806916374,-9.275099688584,0.333500654565856,-72.5493156212437,466
14.45,"Open","Yes","Moderate_lockdown","Initial",1158,64.72,107,85,67.1,89,62,85,56,48.4009494298633,60.6015121400827,52,"Winter",250616,555960,335,121100,177460,378500,120000,1100,60939,194677,335,15874,271825,13765,13737,28,1471,15961,1249,290597.520708565,206683.335309162,13560.0665954548,299106.806916374,-9.64716261708209,0.322598668899553,-72.7987179636149,436
14.45,"Open","Yes","Moderate_lockdown","Initial",1127,69.79,108,86,104.39,86,62,90,58,46.8652078152326,59.8183298174802,55,"Winter",325766,562109,1417,121100,177836,384000,120000,1373,75535,257878,1417,19548,354378,12917,12905,12,1379,15689,1247,290602.295535712,206353.370249722,12307.7783667487,299106.806916374,-9.99961684815234,0.31169668323325,-73.0481203059862,407
14.45,"Open","Yes","Moderate_lockdown","Initial",1106,53.28,116,58,79.75,76,58,91,51,37.495230349324,58.778361904187,48,"Winter",337403,564032,4228,121100,178039,382550,120000,4543,84740,274488,3393,22414,385035,15866,15836,30,1431,15728,1274,290608.61508874,206182.895638237,10961.9819811026,299106.806916374,-10.3580597652548,0.300794697566948,-73.2975226483574,499
14.45,"Open","Yes","Moderate_lockdown","Initial",1093,37.61,118,56,60.56,66,54,82,47,34.3618513069257,55.9765595963949,44,"Winter",352956,582238,3740,121100,177998,400100,120000,5240,85840,277949,2916,24822,391527,15926,15879,47,1500,15659,1261,290604.18439846,206230.67867458,10385.7251288046,299106.806916374,-10.7420911083294,0.289892711900645,-73.5469249907287,504
14.45,"Open","Yes","Moderate_lockdown","Initial",1091,30.97,117,58,61.11,87,57,87,47,32.8520295564837,57.6237211180469,41,"Winter",325238,582449,3528,121100,178187,400100,120000,5262,92574,236521,2932,24119,356146,16748,16709,39,1487,15978,1315,290601.175392022,206417.126342732,10957.9126532059,299106.806916374,-11.152316753906,0.278990726234343,-73.7963273331,414
14.45,"Open","Yes","Moderate_lockdown","Initial",1090,0.189999999999998,119,52,52.09,96,43,86,43,27.016506034386,51.8826760012604,33,"Winter",284494,582960,2918,121100,178187,399950,120000,5923,89569,204744,2563,19501,316377,16745,16698,47,1491,16313,1351,290604.649652254,206602.809372869,12267.2212596159,299106.806916374,-11.5713366298806,0.26808874056804,-74.0457296754712,425
14.45,"Open","Yes","Moderate_lockdown","Initial",1091,0.0600000000000023,119,51,49,90,44,84,43,26.7488303122444,50.8818425933672,32,"Autumn",188808,574395,1674,121100,178165,390250,120000,7080,69807,130663,1674,17897,220041,18265,18230,35,1406,16566,1357,290605.777858976,206682.202161955,13284.8672023926,299106.806916374,-11.9770061457336,0.257186754901738,-74.2951320178425,465
19.12,"Open","Yes","Moderate_lockdown","Initial",1097,0.0300000000000011,111,68,46.66,97,37,79,41,23.5029584179817,43.6343975127577,32,"Autumn",212504,541159,478,121100,177909,363250,120000,1100,59711,133585,478,26071,219845,10874,10854,20,1390,16314,1387,290603.328319064,206635.620206665,13259.8944010048,299106.806916374,-12.3579710751421,0.246284769235435,-74.5445343602137,501
19.12,"Open","Yes","Moderate_lockdown","Initial",1110,0.510000000000005,114,70,62.97,84,37,84,42,22.2713078756756,43.1766878938647,32,"Autumn",304148,536262,729,121100,177337,358925,120000,1100,72534,210867,729,27163,311293,11105,11085,20,1221,15986,1378,290603.161228252,206519.821321397,12333.8863376728,299106.806916374,-12.7206557964134,0.235382783569133,-74.793936702585,486
19.12,"Open","Yes","Moderate_lockdown","Initial",1105,0.159999999999997,121,51,53.58,86,39,88,42,25.0864472020877,49.0267965593118,30,"Autumn",322242,534326,3564,121100,178226,356100,120000,1100,83472,221367,2757,29386,336982,14597,14568,29,1280,16572,1417,290604.748070925,206417.34439591,11246.9865906076,299106.806916374,-13.0835445881637,0.22448079790283,-75.0433390449562,460
19.12,"Open","Yes","Moderate_lockdown","Initial",1110,0.170000000000002,121,50,49.83,97,40,85,41,25.089782146658,49.5350549979179,29,"Autumn",372557,533800,4424,121100,178200,355600,120000,1100,84213,266666,3521,31580,385980,14817,14781,36,1423,16763,1456,290604.499674981,206383.331651461,10737.0919050049,299106.806916374,-13.463616091865,0.213578812236528,-75.2927413873275,461
19.12,"Open","Yes","Moderate_lockdown","Initial",1128,0.209999999999994,121,51,48.94,88,38,82,41,24.7900097381216,48.9269939946148,29,"Autumn",346567,534125,3571,121100,178200,355925,120000,1100,90330,235738,2955,30464,359487,16857,16823,34,1613,17133,1480,290603.551280734,206420.71248333,11131.3848308869,299106.806916374,-13.8648124629891,0.202676826570225,-75.5421437296987,499
19.12,"Open","Yes","Moderate_lockdown","Initial",1151,0.0300000000000011,120,49,49.11,99,40,84,42,25.1847895905459,49.9758049025319,29,"Autumn",304848,528125,3037,121100,178200,349925,120000,1100,96147,193647,2862,23628,316284,16705,16668,37,1499,17425,1489,290603.920043294,206491.068835155,12124.3220414763,299106.806916374,-14.2762994712558,0.191774840903923,-75.79154607207,496
19.12,"Open","Yes","Severe_lockdown","Initial",1165,0.0499999999999972,120,50,47.52,103,42,84,42,25.5970652048405,50.309720643474,31,"Autumn",204883,525856,2387,121100,176431,349425,120000,1100,72160,116831,2387,27216,218594,19083,19047,36,1590,17682,1487,290604.437701524,206546.431526599,12950.2283589384,299106.806916374,-14.6809871799552,0.18087285523762,-76.0409484144412,508
20.27,"Open","Yes","Severe_lockdown","Initial",1200,0.280000000000001,111,67,50.46,124,38,82,42,23.6845813411039,44.4656211896951,33,"Autumn",273015,535906,417,121100,175981,359925,120000,1100,59802,171975,417,46459,278653,11913,11898,15,1492,17265,1454,290604.088912727,206558.881690277,13006.8313751896,299106.806916374,-15.0677105545127,0.169970869571318,-76.2903507568125,512
20.27,"Open","Yes","Severe_lockdown","Initial",1213,1.05,114,68,60.62,86,35,84,41,20.6997039710664,42.2627779050806,31,"Autumn",357359,538088,903,121100,176663,361425,120000,1100,74879,250462,903,38860,365104,12556,12541,15,1462,17064,1447,290603.839277228,206531.632110123,12328.767698708,299106.806916374,-15.4384474598261,0.159068883905015,-76.5397530991838,498
20.27,"Open","Yes","Severe_lockdown","Initial",1234,0.329999999999998,122,51,49.86,75,36,87,41,23.8942398566128,48.7463152714034,28,"Autumn",384873,537326,4214,121100,176901,360425,120000,1100,81822,274623,2952,38438,397835,17134,17100,34,1550,17185,1422,290604.115622851,206489.725399632,11462.1678864225,299106.806916374,-15.8059913961382,0.148166898238713,-76.789155441555,485
20.27,"Open","Yes","Severe_lockdown","Initial",1254,0.430000000000007,122,49,45.9,85,37,84,40,24.02679882279,48.8879017917028,28,"Autumn",384748,537771,4493,121100,176971,360800,120000,1100,87782,268024,2912,39134,397852,18074,18042,32,1687,17460,1426,290604.211874888,206460.537275177,11015.9538589661,299106.806916374,-16.1843800063855,0.13726491257241,-77.0385577839263,485
20.27,"Open","Yes","Severe_lockdown","Initial",1277,0.290000000000006,121,50,48.86,94,38,83,41,24.1908439931193,49.3216412056334,28,"Autumn",355888,536471,3136,121100,176971,359500,120000,1100,92123,244412,3072,27612,367219,21118,21075,43,1785,17487,1430,290604.015582936,206457.631556747,11277.8000438445,299106.806916374,-16.5791776749626,0.126362926906108,-77.2879601262975,514
20.27,"Open","Yes","Severe_lockdown","Initial",1330,0.170000000000002,120,49,48.57,96,39,84,42,24.4441518922636,49.6903657787112,29,"Autumn",275510,529691,3188,121100,177891,351800,120000,1100,89599,184211,2832,12141,288783,23531,23494,37,1719,17440,1420,290603.998496332,206476.353683669,12030.6955352408,299106.806916374,-16.9842861277311,0.115460941239805,-77.5373624686688,466
20.27,"Open","Yes","Severe_lockdown","Initial",1390,0.209999999999994,120,49,45.86,97,41,83,42,24.8303570428606,50.2075872525718,30,"Autumn",227216,519417,2440,121100,177417,342000,120000,1100,71644,148910,2440,16939,239933,27006,26969,37,1771,17314,1391,290604.126481668,206500.853659271,12698.5230029564,299106.806916374,-17.3869876541237,0.104558955573503,-77.78676481104,431
17.96,"Open","Yes","Severe_lockdown","Initial",1451,0.629999999999995,112,64,41.56,91,34,78,39,21.1674703987195,41.523187243376,29,"Autumn",278195,504595,796,121100,176995,327600,120000,1100,62767,201208,796,19821,284592,16258,16243,15,1673,16865,1397,290604.108731206,206515.796769574,12797.8423132188,299106.806916374,-17.777154596052,0.0936569699072002,-78.0361671534113,457
17.96,"Open","Yes","Severe_lockdown","Initial",1495,1.31,116,65,47.59,54,31,79,36,17.9042560549322,38.4087627701886,26,"Autumn",334670,514418,895,121100,176418,338000,120000,1100,73943,254629,895,13111,342578,18258,18238,20,1616,16300,1365,290604.031729748,206514.969931581,12305.9326141744,299106.806916374,-18.1540024209077,0.0827549842408977,-78.2855694957825,459
17.96,"Open","Yes","Severe_lockdown","Initial",1578,0.659999999999997,121,51,52.87,94,37,89,42,23.5902051622712,49.3298512124635,28,"Autumn",371574,520135,3806,121100,176735,343400,120000,1100,85158,278448,2802,18904,385312,24438,24407,31,1652,16237,1355,290604.060141028,206502.62925419,11621.5443658827,299106.806916374,-18.5259373527659,0.0718529985745952,-78.5349718381538,450
17.96,"Open","Yes","Severe_lockdown","Initial",1646,0.700000000000003,121,49,50.42,106,39,87,41,23.9551196119588,49.6822304792747,28,"Autumn",367737,519951,4044,121100,176651,343300,120000,1100,87497,273346,3694,18014,382551,24876,24837,39,1918,15880,1275,290604.102511629,206488.564033471,11236.1770397743,299106.806916374,-18.9041132470815,0.0609510129082926,-78.784374180525,430
17.96,"Open","Yes","Severe_lockdown","Initial",1731,0.409999999999997,121,50,49.05,93,38,83,41,23.900744758505,49.0478023584346,28,"Autumn",365144,518957,4035,121100,176557,342400,120000,1100,89809,263690,3498,24762,381759,27792,27749,43,1973,15667,1268,290604.075084116,206481.195540532,11401.8507206688,299106.806916374,-19.2945804900201,0.0500490272419901,-79.0337765228963,409
17.96,"Open","Yes","Severe_lockdown","Initial",1834,0.599999999999994,120,49,50.01,104,39,84,42,24.1010702312948,49.917969000863,29,"Autumn",293274,511451,5298,121100,176651,334800,120000,1100,88971,197430,3590,21005,310996,27828,27782,46,1855,14965,1219,290604.054401164,206483.111179444,11971.2714852762,299106.806916374,-19.6945143753472,0.0391470415756876,-79.2831788652676,410
17.96,"Open","Yes","Severe_lockdown","Initial",1923,0.129999999999995,120,49,47.35,104,41,81,42,24.5000537384719,50.2278255113851,30,"Autumn",236819,504491,7046,121100,176591,327900,120000,1100,71057,160066,2787,19121,253031,31556,31503,53,1766,15142,1271,290604.076366864,206490.991832227,12509.1781703951,299106.806916374,-20.0948077133471,0.0282450559093851,-79.5325812076388,493
14.05,"Open","Yes","Severe_lockdown","Initial",2000,0.849999999999994,112,65,44.93,107,34,77,38,19.0219230742922,39.705970895977,28,"Autumn",275376,517957,2967,121100,175457,342500,120000,1100,61956,199582,629,22575,284742,20252,20228,24,1692,14547,1232,290604.084549178,206498.91922035,12627.4819437264,299106.806916374,-20.4867797242846,0.0173430702430826,-79.7819835500101,433
14.05,"Open","Yes","Severe_lockdown","Initial",2054,2.93000000000001,115,67,58.68,102,34,82,38,17.8559360223523,39.1228664241571,26,"Autumn",320153,527761,3099,121100,175761,352000,120000,1100,69479,237923,866,22371,330639,18784,18767,17,1559,14315,1207,290604.068828028,206502.369072178,12274.1532205176,299106.806916374,-20.8680968610904,0.00644108457678005,-80.0313858923813,417
14.05,"Open","Yes","Severe_lockdown","Initial",2055,1.22,122,51,47.61,88,35,85,40,22.2688927774135,47.4441564083753,26,"Autumn",350605,530046,7617,121100,176446,353600,120000,1100,82670,258509,3490,17767,362436,23714,23674,40,1416,13959,1187,290604.067160066,206500.452170868,11737.7247281779,299106.806916374,-21.2439039360747,-0.00446090108952246,-80.2807882347526,417
14.05,"Open","Yes","Severe_lockdown","Initial",2061,1.27,121,50,43.86,91,36,82,40,23.3933095811192,47.8514879283255,28,"Autumn",344870,530112,11392,121100,176468,352800,120000,1944,80876,244080,3603,27817,356376,24102,24056,46,1591,13797,1183,290604.077477323,206495.548032313,11409.1157595852,299106.806916374,-21.6227438347836,-0.015362886755825,-80.5301905771238,388
14.05,"Open","Yes","Moderate_lockdown","Initial",2077,104.89,112,59,90.46,110,79,92,57,43.463915215545,65.537922759105,60,"Autumn",301459,528245,7384,121100,176468,347000,120000,5877,89958,195950,3120,19972,309000,24055,24017,38,1687,13818,1193,290604.076230216,206491.165628442,11506.6587914424,299106.806916374,-22.0104486747154,-0.0262648724221275,-80.7795929194951,340
14.05,"Open","Yes","Moderate_lockdown","Initial",2074,89.53,114,57,78.72,90,73,89,54,40.4651878029609,63.6765862515576,57,"Autumn",266604,526367,10350,121100,176418,347450,120000,3599,76777,177027,3612,19650,277066,25989,25939,50,1523,13750,1144,290604.069981897,206489.674620687,11935.5428615424,299106.806916374,-22.4063410626072,-0.03716685808843,-81.0289952618663,377
